,A,B,R_val,R_z_score,R_p_val
3112,SMG_Basal,Suprabasal,0.1185484581030087,32.111184003755895,1.5388749072602188e-226
1863,Endothelia_vascular_arterial_systemic,Muscle_perivascular_immune_recruiting,0.11810220479275226,31.99030750829377,7.436589978853577e-225
3033,NAF_perineurial,Schwann_Myelinating,0.11794653792055941,31.9481420710012,2.8666383248167415e-224
542,Basal,DC_2,0.11715396538674014,31.733458195082044,2.685374879064694e-221
1476,Deuterosomal,Mast_cell,0.11690516754431947,31.666066400827194,2.278826993822051e-220
2748,Megakaryocyte,Schwann_nonmyelinating,0.11689376437468159,31.66297762781127,2.5132147449579994e-220
3018,NAF_endoneurial,Schwann_nonmyelinating,0.11658071773594791,31.57818278206642,3.680012449906326e-219
1730,Endothelia_vascular_Cap_g,Endothelia_vascular_arterial_systemic,0.11648550079424998,31.552391398660316,8.313194951363917e-219
3007,NAF_endoneurial,NAF_perineurial,0.11570385221804508,31.340666491745203,6.519655071496764e-216
337,B_plasma_IgA,Fibro_adventitial,0.11563457882386213,31.321902428991724,1.1743751799318706e-215
3111,SMG_Basal,Secretory_Goblet,0.11544399605630705,31.270279333973576,5.917910751636078e-215
1271,DC_2,Deuterosomal,0.11523424692533651,31.21346465205363,3.4980659702878964e-214
1723,Endothelia_vascular_Cap_a,Schwann_nonmyelinating,0.11489023771738961,31.120282984808572,6.403149970767393e-213
1195,Ciliated,Neuroendocrine,0.11460323408964011,31.042542401355334,7.192135650842123e-212
2164,Fibro_immune_recruiting,Schwann_nonmyelinating,0.11439112847348812,30.985089419026632,4.280577573890904e-211
2890,Muscle_pericyte_airway,NAF_perineurial,0.11422861994910902,30.941070785532624,1.6751019488754892e-210
1016,CD8_TRM,Ciliated,0.11403304138245891,30.88809447996621,8.630690143752431e-210
3034,NAF_perineurial,Schwann_nonmyelinating,0.11365951872027703,30.786918512544744,1.960977191497303e-208
1164,Ciliated,Fibro_perichondrial,0.1131146550719291,30.639331465449995,1.832951244688721e-206
2721,Mast_cell,Secretory_Goblet,0.11306777030472806,30.626631803129147,2.7057241607180595e-206
1470,Deuterosomal,Macro_AW_CX3CR1,0.11288861519682312,30.578104114728937,1.1965340108022135e-205
1657,Endothelia_Lymphatic,NAF_endoneurial,0.1127333136758245,30.536037640000796,4.332873825627914e-205
2889,Muscle_pericyte_airway,NAF_endoneurial,0.11233545502024049,30.42826978960966,1.1613520575202995e-203
567,Basal,Macro_AW_CX3CR1,0.1117420854983965,30.26754397163574,1.5332528841068057e-201
1147,Ciliated,DC_plasmacytoid,0.11166124344108148,30.245646308694997,2.976244967824436e-201
1739,Endothelia_vascular_Cap_g,Fibro_perichondrial,0.110816873659085,30.01693212825968,2.9503808432138977e-198
329,B_plasma_IgA,Endothelia_Lymphatic,0.11005058914290294,29.809368879508096,1.4769411350090718e-195
2251,Fibro_peribronchial,Schwann_nonmyelinating,0.10935295723367189,29.62040154106541,4.0807907452432245e-193
1326,DC_2,Secretory_Goblet,0.10932821829517445,29.613700512483,4.977766159284309e-193
2152,Fibro_immune_recruiting,NAF_endoneurial,0.10913113879948486,29.56031765073412,2.419680529707789e-192
2349,Ionocyte_n_Brush,Mast_cell,0.10909555597179045,29.550679341255,3.2182120027673073e-192
73,AT1,Schwann_nonmyelinating,0.10898898046555844,29.521811267003578,7.556858785523243e-192
2933,Muscle_perivascular_immune_recruiting,NAF_perineurial,0.10873239990658086,29.45231137073368,5.88007655976279e-191
375,B_plasma_IgA,SMG_Duct,0.10835050452085157,29.34886748628701,1.2351854368718878e-189
1289,DC_2,Ionocyte_n_Brush,0.10833357821542727,29.344282663197102,1.413297794237959e-189
2902,Muscle_pericyte_airway,Secretory_Club,0.10809935095556479,29.28083759811153,9.09588892115367e-189
1658,Endothelia_Lymphatic,NAF_perineurial,0.10801151086868892,29.25704438107849,1.826589828873776e-188
366,B_plasma_IgA,Myoepithelial,0.10789544301951463,29.22560511884433,4.585270446837379e-188
453,B_plasma_IgG,Schwann_nonmyelinating,0.10719594709435085,29.036132874985245,1.1515097203807887e-185
1494,Deuterosomal,NK_CD56bright,0.10677542513654766,28.92222622296532,3.1372023966267526e-184
1776,Endothelia_vascular_Cap_g,Schwann_nonmyelinating,0.10653435877679676,28.856928653018436,2.0738782813743445e-183
2526,Macro_AW_CX3CR1,Secretory_Goblet,0.10636942866582015,28.812254085115345,7.531836967810014e-183
1144,Ciliated,DC_1,0.10620937391865538,28.768900105492794,2.628050174868594e-182
2343,Ionocyte_n_Brush,Macro_AW_CX3CR1,0.10617911892769946,28.76070494549524,3.3276241127002244e-182
1172,Ciliated,Macro_alv,0.10570854708229975,28.6332412959766,1.2960747883366725e-180
1168,Ciliated,Macro_CHIT1,0.1057008335836948,28.631151943006685,1.3760758527822336e-180
395,B_plasma_IgG,Ciliated,0.10534689066703652,28.535279535170186,2.1390001061072806e-179
378,B_plasma_IgA,Schwann_Myelinating,0.10424634496458199,28.237175062775,1.0227911774375608e-175
1879,Endothelia_vascular_arterial_systemic,Schwann_nonmyelinating,0.10424052630443105,28.23559896410824,1.06939637019622e-175
2296,Fibro_perichondrial,Suprabasal,0.10405660344622161,28.18577983666478,4.367923987727719e-175
2295,Fibro_perichondrial,Secretory_Goblet,0.10388130336245076,28.138296357453697,1.666317580100498e-174
591,Basal,NK_CD56bright,0.1037439850470013,28.101100988023827,4.748639505284346e-174
2196,Fibro_myofibroblast,NAF_endoneurial,0.10319320484809975,27.951911326719372,3.124463658922542e-172
1890,Endothelia_vascular_venous_pulmonary,Fibro_myofibroblast,0.10289730540922745,27.87176113767195,2.93492154616814e-171
547,Basal,Dividing_Basal,0.10285727372775522,27.860917768552653,3.971857431112872e-171
2367,Ionocyte_n_Brush,NK_CD56bright,0.10229709186357663,27.70918148109647,2.706106743843803e-169
1617,Dividing_Basal,Suprabasal,0.1021440011091312,27.66771383601753,8.543574383984073e-169
367,B_plasma_IgA,NAF_endoneurial,0.1017480269205025,27.56045643060492,1.6581432360035912e-167
3139,Schwann_Myelinating,Schwann_nonmyelinating,0.10165293467970947,27.53469882489417,3.374309332167097e-167
2997,Myoepithelial,SMG_Duct,0.10066707511995332,27.267659352329424,5.1312619745196865e-164
2722,Mast_cell,Suprabasal,0.10024828267490538,27.154221172892015,1.1287362355771081e-162
3110,SMG_Basal,Secretory_Club,0.10008030942054512,27.108722309686343,3.885385492199959e-162
3090,NK_CD56bright,Secretory_Goblet,0.09977019318256033,27.024721220681634,3.786212901972465e-161
2165,Fibro_immune_recruiting,Secretory_Club,0.09932444916991906,26.903982678506253,9.863915716560927e-160
2369,Ionocyte_n_Brush,SMG_Basal,0.09918707846029727,26.866773117083202,2.686049301504991e-159
189,B_memory,Fibro_myofibroblast,0.09907943910323401,26.837616877887744,5.882979121295417e-159
1193,Ciliated,NK_CD11d,0.09898238457023424,26.811327746696797,1.1920179213573721e-158
2776,Mesothelia,Schwann_nonmyelinating,0.09861999660277856,26.713167830575365,1.654833155129701e-157
514,B_plasmablast,NAF_endoneurial,0.097897397924252,26.517437751092803,3.050418496790172e-155
2178,Fibro_myofibroblast,Macro_alveolar_metallothioneins,0.09780891448956322,26.49347027063762,5.762949648087239e-155
1496,Deuterosomal,SMG_Basal,0.09779892750892742,26.490765100296567,6.1917449778174e-155
2181,Fibro_myofibroblast,Macro_int,0.09710863404348276,26.30378552384165,8.678608935152747e-153
3106,SMG_Basal,SMG_Mucous,0.09707641162980526,26.29505744866294,1.092152380638339e-152
515,B_plasmablast,NAF_perineurial,0.09690652149542588,26.249039360762218,3.6652128250312248e-152
2153,Fibro_immune_recruiting,NAF_perineurial,0.09687716512950768,26.24108761104936,4.517156426282777e-152
1632,Endothelia_Lymphatic,Fibro_perichondrial,0.09643698771959866,26.121856892826067,1.0293104056654815e-150
1327,DC_2,Suprabasal,0.09643092938447757,26.120215873474635,1.0744585239135391e-150
246,B_naive,Ciliated,0.09623580761397454,26.067363300138613,4.2757534944076176e-150
1173,Ciliated,Macro_dividing,0.09607695151849238,26.024333998924813,1.3135811923346155e-149
2197,Fibro_myofibroblast,NAF_perineurial,0.09589858467130209,25.976019826459403,4.621812486850607e-149
1876,Endothelia_vascular_arterial_systemic,SMG_Mucous,0.09543495926530604,25.85043775682321,1.2028401988528679e-147
1861,Endothelia_vascular_arterial_systemic,Muscle_pericyte_airway,0.0949812773371862,25.727549073949103,2.8749258392604365e-146
2199,Fibro_myofibroblast,NKT,0.09484824119497391,25.691513615453164,7.270892563673998e-146
334,B_plasma_IgA,Endothelia_vascular_venous_pulmonary,0.0946767124216594,25.64505166993334,2.4005477803169512e-145
2246,Fibro_peribronchial,SMG_Basal,0.09440152869703802,25.57051273996702,1.6238348251204878e-144
1021,CD8_TRM,Deuterosomal,0.09366209061034006,25.370221375226436,2.688422534985843e-142
1495,Deuterosomal,Neuroendocrine,0.09254184171365544,25.066779904733522,5.7289561058642916e-139
2527,Macro_AW_CX3CR1,Suprabasal,0.09253684780562442,25.065427206417173,5.9268566971645184e-139
1892,Endothelia_vascular_venous_pulmonary,Fibro_perichondrial,0.09138180088284538,24.75256000541063,1.45481849913778e-135
1390,DC_plasmacytoid,Deuterosomal,0.09135816584322333,24.746157989573526,1.7050335269701976e-135
797,CD4_naive_CM,NAF_perineurial,0.09122314561540419,24.709585102425873,4.218284996172917e-135
592,Basal,Neuroendocrine,0.090584666588306,24.536640486782925,3.0032467593203997e-133
2212,Fibro_myofibroblast,T_reg,0.09049840810686811,24.51327567872334,5.331669670760843e-133
1224,DC_1,Fibro_myofibroblast,0.09026791430787111,24.450841895022112,2.4648443590980194e-132
3000,Myoepithelial,Schwann_Myelinating,0.08996403093506346,24.368529100270873,1.8443629236228272e-131
1039,CD8_TRM,Ionocyte_n_Brush,0.08980510278145845,24.325480280695736,5.269871357127048e-131
796,CD4_naive_CM,NAF_endoneurial,0.08976441639403077,24.314459571577753,6.892824213165354e-131
2186,Fibro_myofibroblast,Macrophage_intermediate,0.0897512701122408,24.310898642314918,7.517266723736818e-131
2258,Fibro_perichondrial,Ionocyte_n_Brush,0.08948056455994048,24.237572713493467,4.470762405953915e-130
2764,Mesothelia,NAF_endoneurial,0.08918300505795301,24.156972863665956,3.153743258584605e-129
700,CD4_TRM,Fibro_myofibroblast,0.08876464659827454,24.043652237710702,4.863476392271085e-128
2187,Fibro_myofibroblast,Monocyte_CD14,0.08867312421657855,24.018861598624124,8.83332732449319e-128
904,CD8_EM_EMRA,Fibro_myofibroblast,0.08848383156479638,23.967587956864442,3.0291932445153972e-127
1468,Deuterosomal,Macro_CHIT1,0.088456767075555,23.96025700707476,3.612064528641847e-127
2368,Ionocyte_n_Brush,Neuroendocrine,0.08818510761390055,23.886672693123014,2.1067602148453622e-126
538,Basal,CD8_TRM,0.08814119287608292,23.874777521738217,2.8002620949275685e-126
1917,Endothelia_vascular_venous_pulmonary,NAF_endoneurial,0.0877135310404019,23.758936893216465,4.4412437072156786e-125
3117,SMG_Duct,Schwann_Myelinating,0.0876044910882951,23.72940127527684,8.96629631802064e-125
400,B_plasma_IgG,Deuterosomal,0.08731081660431851,23.64985375907054,5.922061865963317e-124
2950,Muscle_smooth_pulmonary,Muscle_smooth_syst_arterial,0.08728435712549792,23.642686688265513,7.0178800834786415e-124
310,B_plasma_IgA,B_plasma_IgG,0.08698230617075942,23.560870240027185,4.856626144842674e-123
1408,DC_plasmacytoid,Ionocyte_n_Brush,0.08696296242020442,23.555630604326023,5.495899427176855e-123
2213,Fibro_myofibroblast,gdT,0.08681284406859807,23.51496809308034,1.4335345086322805e-122
1918,Endothelia_vascular_venous_pulmonary,NAF_perineurial,0.08660065172526915,23.45749161898818,5.542730279843768e-122
2277,Fibro_perichondrial,Muscle_perivascular_immune_recruiting,0.08627497450859686,23.369275532522444,4.3889645413535145e-121
2172,Fibro_myofibroblast,ILC,0.08617102000920863,23.341117409580235,8.48188821419261e-121
1868,Endothelia_vascular_arterial_systemic,NAF_perineurial,0.08609856214129384,23.32149076941668,1.3419197808263792e-120
3101,Neuroendocrine,Secretory_Goblet,0.08598654740819169,23.29114937347335,2.7252077103968477e-120
1464,Deuterosomal,Fibro_perichondrial,0.08598651504972937,23.29114060854672,2.7257651272105534e-120
1472,Deuterosomal,Macro_alv,0.08587945776896333,23.26214203617699,5.36008484012891e-120
2198,Fibro_myofibroblast,NK_CD16hi,0.0858722064503441,23.26017787375617,5.611132831469753e-120
2183,Fibro_myofibroblast,Mast_cell,0.08586798152118548,23.259033468508,5.762780395923904e-120
2188,Fibro_myofibroblast,Monocyte_CD16,0.08562338320105134,23.192779197549772,2.6925604713536014e-119
1076,CD8_TRM,Secretory_Goblet,0.08556424934996527,23.176761629683767,3.906119951662391e-119
2080,Fibro_alveolar,Fibro_myofibroblast,0.08552814104994406,23.166980985678794,4.901792228858327e-119
3091,NK_CD56bright,Suprabasal,0.08544683301226723,23.14495710278226,8.170522377445274e-119
2765,Mesothelia,NAF_perineurial,0.08533146611930788,23.113707708340197,1.685515499776394e-118
3116,SMG_Duct,SMG_Serous,0.08523266589358743,23.08694572190453,3.131262541748598e-118
3017,NAF_endoneurial,Schwann_Myelinating,0.08492987026102891,23.00492756301653,2.080445631915353e-117
1987,Erythrocyte,Fibro_myofibroblast,0.08469191175815914,22.940471817297173,9.171490636403074e-117
2174,Fibro_myofibroblast,MAIT,0.08461094006581421,22.918539040156162,1.5179722446691915e-116
1210,DC_1,Deuterosomal,0.0845026531806791,22.889207405233115,2.97564031200587e-116
2999,Myoepithelial,SMG_Serous,0.08437152197143365,22.853687935337888,6.715297059807693e-116
544,Basal,DC_plasmacytoid,0.08418007030692844,22.801829482472897,2.1987264702647285e-115
2202,Fibro_myofibroblast,Neuroendocrine,0.08409723991076652,22.779393238806634,3.6700112298355248e-115
630,CD4_EM_Effector,Fibro_myofibroblast,0.08402973696567936,22.761108737049504,5.569678585730654e-115
1146,Ciliated,DC_activated,0.08381654887130205,22.703362544180326,2.0750450403288318e-114
2179,Fibro_myofibroblast,Macro_alv,0.0835665576696213,22.635647505073575,9.660301141771631e-114
1445,DC_plasmacytoid,Secretory_Goblet,0.08332538947113385,22.57032235009977,4.2412673639498097e-113
2069,Fibro_adventitial,SMG_Duct,0.08319853870079838,22.535962321361804,9.219366554868573e-113
2182,Fibro_myofibroblast,Macro_CCL,0.08251294138204522,22.350254788701744,6.002839235337703e-111
2900,Muscle_pericyte_airway,Schwann_Myelinating,0.08248642784171267,22.34307307427177,7.050087478635688e-111
1205,Ciliated,T_reg,0.08236056186834777,22.30897979718317,1.5115616708802388e-110
681,CD4_TRM,Ciliated,0.0823244397458707,22.299195409093873,1.8810161193070933e-110
217,B_memory,NAF_perineurial,0.08229119435656923,22.29019024082582,2.300167362070191e-110
1345,DC_activated,Fibro_myofibroblast,0.081932969506613,22.193157987047645,1.999509174675677e-109
455,B_plasma_IgG,Secretory_Goblet,0.08181117936970583,22.16016873051366,4.1619135317459174e-109
3145,Schwann_nonmyelinating,Secretory_Club,0.08175239593117292,22.144246078787024,5.926374951916317e-109
1493,Deuterosomal,NK_CD11d,0.08162293339479185,22.109178601791978,1.2896025134959474e-108
611,CD4_EM_Effector,Ciliated,0.08158089410828577,22.09779143332109,1.6595446161233536e-108
386,B_plasma_IgG,Basal,0.08140356420006908,22.049758136193198,4.801779670557237e-108
1169,Ciliated,Macro_interstitial,0.08136587264134555,22.039548635395573,6.0165425178620605e-108
951,CD8_TRM_EM,Ciliated,0.08132187410356524,22.02763076514093,7.827513625166451e-108
1191,Ciliated,NK_CD16hi,0.08114160740527333,21.97880198059806,2.2971293298035696e-107
418,B_plasma_IgG,Ionocyte_n_Brush,0.0809040210048198,21.914447026144547,9.45888523422847e-107
468,B_plasmablast,Ciliated,0.08081779639427296,21.891091392682693,1.5793042868420725e-106
265,B_naive,Fibro_myofibroblast,0.08057657225571967,21.825751085240636,6.60744642035352e-106
2943,Muscle_perivascular_immune_recruiting,Schwann_Myelinating,0.0802008314536813,21.7239742909656,6.0887477275715234e-105
1878,Endothelia_vascular_arterial_systemic,Schwann_Myelinating,0.08004739235303622,21.682412289459823,1.503495099843617e-104
2548,Macro_alveolar_metallothioneins,NAF_perineurial,0.07983015551030387,21.623569413381986,5.390417245827021e-104
1404,DC_plasmacytoid,Fibro_myofibroblast,0.07947442815844687,21.52721365613778,4.3292655728404e-103
2176,Fibro_myofibroblast,Macro_interstitial,0.07946546015520389,21.524784495886436,4.562179095149804e-103
837,CD8_EM,Fibro_myofibroblast,0.07913775560990742,21.43601926754632,3.0834303672568624e-102
2341,Ionocyte_n_Brush,Macro_CHIT1,0.07902895776284825,21.40654922852571,5.804878125350549e-102
368,B_plasma_IgA,NAF_perineurial,0.07888226352689706,21.366814206423385,1.3603794861794178e-101
3009,NAF_endoneurial,NKT,0.0788073998594026,21.346535908075367,2.0996824334321716e-101
728,CD4_TRM,NAF_perineurial,0.07867307604694401,21.310151658739994,4.569941396320472e-101
2863,Muscle_airway,Muscle_smooth_pulmonary,0.0784552280938538,21.25114325138945,1.6086786986703858e-100
2366,Ionocyte_n_Brush,NK_CD11d,0.07838885698333083,21.23316532930897,2.358782449552117e-100
1473,Deuterosomal,Macro_dividing,0.07819442186307227,21.180498748711273,7.224727041797836e-100
541,Basal,DC_1,0.07796032043862974,21.117087768626796,2.770354076148403e-99
1616,Dividing_Basal,Secretory_Goblet,0.0779499980324981,21.11429174168592,2.9392281181799205e-99
1228,DC_1,Ionocyte_n_Brush,0.07782439178738843,21.080268817109097,6.0348058329309364e-99
3025,NAF_perineurial,NKT,0.07771125279295432,21.04962289284818,1.1525324698340192e-98
970,CD8_TRM_EM,Fibro_myofibroblast,0.07769074934417516,21.04406913004945,1.2957809419567319e-98
251,B_naive,Deuterosomal,0.07765035994181335,21.033128865183965,1.6319883017111006e-98
2180,Fibro_myofibroblast,Macro_dividing,0.07756905146768256,21.011104864065285,2.5956401806392346e-98
2345,Ionocyte_n_Brush,Macro_alv,0.07731228145391593,20.941553650235555,1.1201673039401563e-97
1865,Endothelia_vascular_arterial_systemic,Muscle_smooth_syst_arterial,0.07719600422402095,20.910057673110654,2.1685420562358736e-97
3038,NAF_perineurial,T_reg,0.07719592417420457,20.910035990041766,2.1695277226419336e-97
3028,NAF_perineurial,Neuroendocrine,0.07711516516451249,20.88816082218484,3.430557400025007e-97
1789,Endothelia_vascular_arterial_pulmonary,Fibro_myofibroblast,0.0770902276668495,20.881406009942967,3.951587954307967e-97
216,B_memory,NAF_endoneurial,0.0770626915008564,20.87394729721813,4.6190716411567303e-97
2708,Mast_cell,NAF_perineurial,0.07684352912314087,20.814582852077823,1.5965609637383134e-96
2293,Fibro_perichondrial,Schwann_nonmyelinating,0.07681970986983049,20.808130938336213,1.826558511308906e-96
1579,Dividing_Basal,Ionocyte_n_Brush,0.0766969386772098,20.774875943545997,3.6526286107474078e-96
1171,Ciliated,Macro_alveolar_metallothioneins,0.07661527588289851,20.752755967830144,5.788091450149492e-96
1035,CD8_TRM,Fibro_myofibroblast,0.07654779367291097,20.734477082583002,8.46423743495339e-96
2791,Macrophage_intermediate,NAF_endoneurial,0.07653426611996571,20.730812878520826,9.133915760191566e-96
2647,Macro_int,NAF_perineurial,0.07629818732575828,20.66686628890266,3.442179086764428e-95
3024,NAF_perineurial,NK_CD16hi,0.07603838271945759,20.596493095936324,1.4752565404399643e-94
1817,Endothelia_vascular_arterial_pulmonary,NAF_perineurial,0.07578819964282779,20.52872608372175,5.963030073542597e-94
2792,Macrophage_intermediate,NAF_perineurial,0.07554154233844891,20.461914096341044,2.3527180024195983e-93
2646,Macro_int,NAF_endoneurial,0.07543462496263316,20.432953419981718,4.259502717196175e-93
1265,DC_1,Secretory_Goblet,0.07528687650798661,20.392932841989015,9.66046181097764e-93
2547,Macro_alveolar_metallothioneins,NAF_endoneurial,0.07524958686590524,20.38283220822735,1.1875352764620416e-92
565,Basal,Macro_CHIT1,0.07519098356797711,20.366958351130346,1.6422767135244452e-92
2200,Fibro_myofibroblast,NK_CD11d,0.07513896734013718,20.352868731660998,2.1894178388607195e-92
1432,DC_plasmacytoid,NAF_perineurial,0.07510979957477291,20.344968068121567,2.572278406722569e-92
1816,Endothelia_vascular_arterial_pulmonary,NAF_endoneurial,0.07510908212170274,20.344773731831417,2.582493226012154e-92
1519,Dividing_AT2,Fibro_myofibroblast,0.07487558814868084,20.281527291924462,9.361339730685437e-92
2175,Fibro_myofibroblast,Macro_CHIT1,0.07469746700889626,20.233279674147674,2.493643866684502e-91
112,AT2,Fibro_myofibroblast,0.07467306286899361,20.226669332356586,2.8513634089344627e-91
569,Basal,Macro_alv,0.07450123066165415,20.18012519575673,7.318750212836446e-91
2163,Fibro_immune_recruiting,Schwann_Myelinating,0.07438514938433931,20.14868229624631,1.3818643353360172e-90
1839,Endothelia_vascular_arterial_systemic,Fibro_immune_recruiting,0.07423734476954313,20.108646506171336,3.0996209592150718e-90
818,CD8_EM,Ciliated,0.0741169408721324,20.07603273989893,5.978573245574889e-90
170,B_memory,Ciliated,0.07396576803569442,20.03508460067462,1.3618803771360906e-89
658,CD4_EM_Effector,NAF_perineurial,0.07392583476957233,20.024267889290627,1.692249953863647e-89
1174,Ciliated,Macro_int,0.07369908125937817,19.962847236455012,5.795798036201218e-89
1177,Ciliated,Megakaryocyte,0.07369294696863815,19.961185643028685,5.991757404892849e-89
1252,DC_1,NAF_perineurial,0.07349459774682175,19.90745885095844,1.7532805742484437e-88
1179,Ciliated,Macrophage_intermediate,0.0733596756569682,19.87091254641103,3.633488501709422e-88
2595,Macro_alv,Secretory_Goblet,0.07329182921882071,19.852535002795403,5.238962818124746e-88
269,B_naive,Ionocyte_n_Brush,0.07325945725981688,19.843766420320623,6.237648436373788e-88
590,Basal,NK_CD11d,0.07307611037869673,19.794103307612332,1.6732726916033836e-87
1149,Ciliated,Dividing_AT2,0.07307480280553731,19.79374912567701,1.6850746384948168e-87
1063,CD8_TRM,NAF_perineurial,0.07301461849758077,19.77744702088496,2.3283888160426224e-87
1960,Endothelia_vascular_venous_systemic,Muscle_pericyte_airway,0.07293513918712638,19.755918484762837,3.567296066263827e-87
2323,ILC,NAF_perineurial,0.07290320041963476,19.747267240738342,4.233883001711151e-87
2453,Macro_CHIT1,Secretory_Goblet,0.07273752519000032,19.702390842775973,1.028372339729075e-86
2015,Erythrocyte,NAF_perineurial,0.07264256880619832,19.676670036606165,1.7086567932891706e-86
2777,Mesothelia,Secretory_Club,0.072147264033315,19.542506986706563,2.388848073283287e-85
2107,Fibro_alveolar,NAF_endoneurial,0.07207612601579562,19.52323785400943,3.4839760185439246e-85
3026,NAF_perineurial,NK_CD11d,0.07190396945169499,19.476605858994475,8.670040080280362e-85
932,CD8_EM_EMRA,NAF_perineurial,0.07185117673183451,19.462305911372844,1.1461759906976307e-84
3078,NK_CD11d,Secretory_Goblet,0.07181650781937006,19.452915153828037,1.3766224359072514e-84
2818,Monocyte_CD14,NAF_perineurial,0.07176931303629237,19.440131517603024,1.7662951395758493e-84
2108,Fibro_alveolar,NAF_perineurial,0.07150490174978905,19.368510514601866,7.115765258184812e-84
2346,Ionocyte_n_Brush,Macro_dividing,0.07147431212241319,19.360224711741242,8.357737451833969e-84
2817,Monocyte_CD14,NAF_endoneurial,0.07137348687800311,19.332914209122453,1.4195946816238704e-83
293,B_naive,NAF_perineurial,0.07132496200842625,19.319770292780774,1.8313835710071175e-83
2402,MAIT,NAF_perineurial,0.0712713579782456,19.305250585784858,2.425970315414977e-83
1165,Ciliated,ILC,0.07121240246808305,19.28928132506938,3.304277362585819e-83
3039,NAF_perineurial,gdT,0.07118175079917569,19.280978717038394,3.8797197012285436e-83
2062,Fibro_adventitial,NAF_perineurial,0.07108284570248917,19.25418832423674,6.5099520261595584e-83
2677,Macro_CCL,NAF_endoneurial,0.07105687826986228,19.247154533831278,7.456608663511913e-83
2061,Fibro_adventitial,NAF_endoneurial,0.07103448232404361,19.24108815094761,8.382586090687675e-83
315,B_plasma_IgA,CD4_naive_CM,0.07088337981020977,19.200159059985225,1.8448022501716252e-82
2071,Fibro_adventitial,SMG_Serous,0.07085716503232764,19.19305827124735,2.114992084937598e-82
2842,Monocyte_CD16,NAF_endoneurial,0.0707894986814351,19.1747295078105,3.00903197672654e-82
931,CD8_EM_EMRA,NAF_endoneurial,0.07074718823950929,19.163268891555337,3.7505467529512117e-82
3023,NAF_endoneurial,gdT,0.07068583721704695,19.146650759167695,5.160761703370909e-82
414,B_plasma_IgG,Fibro_myofibroblast,0.07062811584383225,19.13101578874373,6.966631349814317e-82
2177,Fibro_myofibroblast,Macro_AW_CX3CR1,0.07056419101700892,19.113700490768718,9.709858834277589e-82
379,B_plasma_IgA,Schwann_nonmyelinating,0.07039507850918252,19.06789303833073,2.333674068041029e-81
1158,Ciliated,Erythrocyte,0.07037788338759567,19.063235401090417,2.5510048250161115e-81
1285,DC_2,Fibro_myofibroblast,0.07036277471704905,19.059142920194944,2.758558937915574e-81
3102,Neuroendocrine,Suprabasal,0.07031356620712825,19.045813826405766,3.5585618446643097e-81
2843,Monocyte_CD16,NAF_perineurial,0.07031326760136318,19.04573294315498,3.564063030487975e-81
237,B_naive,Basal,0.07020226020114094,19.01566440315577,6.326188449144489e-81
2208,Fibro_myofibroblast,Schwann_nonmyelinating,0.07001443775179213,18.964788994672304,1.6668118643244869e-80
1077,CD8_TRM,Suprabasal,0.07001035318099982,18.9636826082512,1.7022527692664302e-80
1856,Endothelia_vascular_arterial_systemic,Mesothelia,0.06949683707231723,18.824586659483383,2.3744984466856013e-79
2201,Fibro_myofibroblast,NK_CD56bright,0.0694734785230266,18.818259536496424,2.6756865133322618e-79
2401,MAIT,NAF_endoneurial,0.0694323389661064,18.807116077498844,3.301686635511641e-79
1955,Endothelia_vascular_venous_systemic,Mesothelia,0.06923853614888908,18.75462076862942,8.873953821704291e-79
1373,DC_activated,NAF_perineurial,0.06906533611451471,18.707706129145706,2.1421107829850731e-78
3027,NAF_perineurial,NK_CD56bright,0.06905815603208697,18.70576126244994,2.2217100090177936e-78
2014,Erythrocyte,NAF_endoneurial,0.06892310357209656,18.669179644584073,4.409853952066831e-78
727,CD4_TRM,NAF_endoneurial,0.06888421993142267,18.65864724491903,5.370808692220913e-78
3022,NAF_endoneurial,T_reg,0.0688583045016256,18.65162754050392,6.124555595150423e-78
1609,Dividing_Basal,SMG_Basal,0.06885446169985215,18.650586641981818,6.244965382337903e-78
998,CD8_TRM_EM,NAF_perineurial,0.06885159732891805,18.64981077071709,6.336250051646592e-78
2322,ILC,NAF_endoneurial,0.06882239100914808,18.641899663957766,7.346458395672674e-78
2513,Macro_AW_CX3CR1,NAF_perineurial,0.06809140054322398,18.44389650363084,2.91893133045597e-76
2678,Macro_CCL,NAF_perineurial,0.06795330281120128,18.406490013876,5.826740563131295e-76
2582,Macro_alv,NAF_perineurial,0.06795192140660955,18.40611583324355,5.867128058817089e-76
306,B_naive,Secretory_Goblet,0.06781005363502544,18.36768815404437,1.1917512923350946e-75
1469,Deuterosomal,Macro_interstitial,0.06749766492487588,18.28307152121063,5.644300085975361e-75
1331,DC_activated,Deuterosomal,0.0673781520232297,18.250699098684066,1.0213917559303423e-74
335,B_plasma_IgA,Endothelia_vascular_venous_systemic,0.0673499083173396,18.243048734847218,1.1748942887449135e-74
570,Basal,Macro_dividing,0.06715424011181675,18.190048148827202,3.0942888906881496e-74
686,CD4_TRM,Deuterosomal,0.06693540617944044,18.130772669573854,9.109061128867974e-74
2191,Fibro_myofibroblast,Muscle_pericyte_parenchyma,0.06689590757141115,18.120073693892376,1.1064921101500289e-73
1491,Deuterosomal,NK_CD16hi,0.06685998418203747,18.110343136577033,1.3204858636733893e-73
1611,Dividing_Basal,SMG_Mucous,0.06683829059692008,18.10446700191824,1.4692085633382115e-73
